NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_TEMPO_ADICIONAL,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
190001667358,2019,3146107,Ouro Preto,31,MG,20,F,1,3,1,3146107.0,Ouro Preto,31.0,MG,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,A,A,9,C,A,B,D,A,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A
190001667611,2019,3146107,Ouro Preto,31,MG,21,M,1,3,1,3131703.0,Itabira,31.0,MG,1,3,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3131703,Itabira,31,MG,1,1,1,1,504.0,508.0,512.0,516.0,621.5,619.9,576.5,821.8,EDEAAEABEBCDEDDAEDBBDBBDDDABBBCACCBCEBBDDCCAB,CAABADBECAEECCBADCBCEDBDCADEAAADBEEECEBEDACAC,BBEDA99999EBADBECDACCBDCDEEDACCDEBDAADABECADCDAEDB,BBDEEEAADDEBADCBCDBACECDEDEADCBDCCEDCDACACAAC,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,160.0,160.0,160.0,180.0,180.0,840.0,D,D,A,B,5,C,A,B,C,B,A,B,B,B,A,A,A,A,B,A,A,E,A,C,B
190001667628,2019,3146107,Ouro Preto,31,MG,26,F,1,3,1,3131901.0,Itabirito,31.0,MG,1,8,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,1,1,0,,508.0,512.0,,,439.5,441.5,,,DBADACBECECDAEDBCADEACADBBBDACBDAEEACBCEADDEB,DACED99999EEBBDEDEAEBCDEDBECBAEAABEADDEBBBBEADEBAC,,0,,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,,1.0,120.0,120.0,120.0,120.0,0.0,480.0,B,E,F,B,2,B,A,B,C,A,A,B,A,A,A,B,A,A,B,A,B,C,A,B,B
190001667671,2019,3146107,Ouro Preto,31,MG,18,F,1,3,1,3146107.0,Ouro Preto,31.0,MG,2,0,2,1.0,0,31106666.0,3146107.0,Ouro Preto,31.0,MG,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,1,1,0,,507.0,511.0,,,394.3,457.9,,,DCBCDBCBCAECBCBABCBBBCCCBAA*ECDCCCAEBBABDEACC,BEBDA99999EDBAEEEADAAACECDEADBDCCCAEACACBBBCDEACCB,,0,,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,,1.0,100.0,40.0,40.0,100.0,0.0,280.0,D,D,A,B,3,B,A,B,C,B,A,B,A,B,A,B,A,A,B,B,A,C,A,A,A
190001667779,2019,3146107,Ouro Preto,31,MG,16,F,1,3,1,3146107.0,Ouro Preto,31.0,MG,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,504.0,508.0,512.0,516.0,544.0,559.0,545.1,671.9,CDDAECDEEBBAEDDACDDDCDAEDBDBACCBCCCBDBCCCCCAC,ABABDCBEBCEEDCDBCCDCEDBBAEEBBBCDBBCBCADADEBCE,BBEDA99999CDBEEBCCACCBBCCEADECBBCCDADDCEEDACCAEACD,ADBECBAAEEDBABCBCDBACECAAECADBCCEDEBCBABDDEAB,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,140.0,120.0,120.0,140.0,640.0,H,F,F,D,2,G,D,E,E,A,A,C,D,B,A,B,A,A,E,A,B,C,B,C,B
190001668017,2019,3146107,Ouro Preto,31,MG,17,M,1,1,1,3146107.0,Ouro Preto,31.0,MG,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,506.0,509.0,514.0,517.0,442.4,578.4,542.1,585.4,DDCCACDEEDEDBACCBCDBEECCBAAECEBDCEBCCACDEBCAD,ACBBCEACDBABBDBAAACDBBEBBEEBECCCBDCDEEDBEDEDC,CDAAB99999BCCBCDDBEBACBDEDEEDECABAEDBCCAACCCDCDEEE,ADCBCDECCBEBDDCBAAEBBBCBCEADCCDBCBCBCDEBBECEB,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,100.0,120.0,100.0,40.0,480.0,D,D,F,F,5,E,A,D,E,B,A,B,B,B,A,B,A,A,C,A,A,D,A,C,B
190001668037,2019,3146107,Ouro Preto,31,MG,19,M,1,3,1,3145307.0,Novo Cruzeiro,31.0,MG,1,1,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,C,G,C,D,5,G,A,B,C,A,B,B,A,A,A,B,A,A,B,A,A,E,A,B,B
190001668068,2019,3146107,Ouro Preto,31,MG,26,M,1,1,1,3146107.0,Ouro Preto,31.0,MG,1,6,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,503.0,508.0,512.0,515.0,427.1,552.8,543.6,557.5,AEEDEEEADEBEAE*ADABBBEDEADDEABDBEEAAAEADECABE,DEDBADBECCAEDCBBACDCEDACBEEBACCABEDCCDEAADCBC,BBDBA99999CCECEDCECCCBCCDCDABBEDEDAADDCEEAEDCACAEA,EEBAEACCADCACDEAADCEEDEABABECDECECBAAAEDAABAB,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,100.0,120.0,120.0,120.0,80.0,540.0,C,D,C,B,9,G,A,B,D,A,B,B,A,B,A,A,A,A,C,A,A,E,B,B,B
190001668152,2019,3146107,Ouro Preto,31,MG,25,M,1,1,1,3137502.0,Lagoa Formosa,31.0,MG,1,8,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3548906,São Carlos,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,C,E,B,B,2,C,A,B,D,A,B,B,A,B,A,A,A,A,B,A,A,C,B,A,B
190001668211,2019,3146107,Ouro Preto,31,MG,24,M,1,2,1,3131901.0,Itabirito,31.0,MG,1,6,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3131901,Itabirito,31,MG,1,1,1,1,503.0,508.0,512.0,515.0,518.2,560.7,570.0,539.3,AAECBCBDEDBECBEABABBBDACDDBEDACECBDCEEDCCBAAB,BBCAADBACCEEBCCACCBCEAAEAECDEACDBECCDEBABDABA,BBAEA99999CBEBDECCECCEECBEDBBCADEBAAADBDEAEDCCADEA,*CCBDDCCABCADDBBAEADDCEBBCAEACBCBCCBADEBECDBA,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,140.0,120.0,120.0,60.0,560.0,B,B,B,B,4,C,A,B,D,B,B,B,A,B,A,A,A,B,C,B,A,E,A,B,B
190001668267,2019,3146107,Ouro Preto,31,MG,20,F,1,3,1,3146107.0,Ouro Preto,31.0,MG,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,506.0,509.0,514.0,517.0,544.2,481.1,554.1,605.8,EEAACBBEECBECECCDCBBEADEBDAAADBBBBECCBEEDCCBB,DCEBAEACBCCBBCBEDAEDBBAEBEDBDCAABEEBECECABBCC,99999AEBDABAABCAEBEEDADDAADEAECBCBADBDCABDCCECEEEC,ACBACEDCBDADDDCCABCBDDABEEAEDEBACECBBCEDEBCEA,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,200.0,160.0,140.0,120.0,740.0,E,E,B,B,3,C,A,B,D,A,A,B,B,B,B,B,A,A,C,B,A,D,B,B,B
190001668407,2019,3146107,Ouro Preto,31,MG,25,M,1,2,1,3146107.0,Ouro Preto,31.0,MG,1,5,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,E,D,B,6,E,A,B,E,B,A,B,A,B,A,B,A,A,B,A,A,D,A,A,B
190001668441,2019,3146107,Ouro Preto,31,MG,17,F,1,3,1,3146107.0,Ouro Preto,31.0,MG,2,0,2,1.0,0,31253227.0,3146107.0,Ouro Preto,31.0,MG,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,505.0,510.0,513.0,518.0,521.6,508.5,525.0,433.7,BACDDDBBDDBCCACBBEABDCDDACBBEBBBEAEDEADEDEDCD,CADCDBDAECBBABACDBADEEBAEABCBBCAEBCBABAABBBBA,99999BAACABBACBEEEEEECDCBDABECBEDEADBCAEBAEECDAABC,DDDCBBCDBDEBBDCBCBDAECEBDEBBDC*BDBDBEBEDDBBDD,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,200.0,120.0,120.0,120.0,680.0,D,D,C,B,4,C,A,B,D,B,A,B,A,A,A,A,A,A,B,B,B,C,B,A,B
190001668549,2019,3146107,Ouro Preto,31,MG,20,M,1,2,1,3146107.0,Ouro Preto,31.0,MG,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,506.0,509.0,514.0,517.0,497.9,500.0,515.0,560.3,DDADADCEEBDCDCBBACBBBCDECDEDCEDBCEBBBDECCBBEB,ECACCEBCBBDACCEAEACCACEDDAEACCCDBAAEBABDBBEDD,EDBEE99999DACDEDCBBDDADDAEDEDEACDDBBADCACEEBBCCEDB,BDCEECEEAEACDEACAECCBDEEDEBAACDDCBCAACBCEACDA,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,120.0,120.0,120.0,600.0,C,C,A,B,3,D,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
190001668697,2019,3146107,Ouro Preto,31,MG,22,F,1,1,1,3146107.0,Ouro Preto,31.0,MG,1,5,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,E,B,F,6,C,A,B,D,B,B,B,A,B,A,A,A,A,B,B,A,E,A,B,B
190001668705,2019,3146107,Ouro Preto,31,MG,23,F,1,3,1,3146107.0,Ouro Preto,31.0,MG,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,1,1,0,,508.0,512.0,,,438.2,442.6,,,DAAAACBECCCBDEEBDBECABAECBDEBAACDADEBEBAEDABA,99999EECEEAEBBDEDEAEBADEEBBACAECCBEADDBEBBBEAEEDDB,,1,,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,,1.0,120.0,120.0,100.0,120.0,80.0,540.0,D,G,C,D,3,C,A,B,D,B,A,B,A,B,A,A,A,A,B,A,A,D,A,A,A
190001668719,2019,3146107,Ouro Preto,31,MG,18,F,1,1,1,3131901.0,Itabirito,31.0,MG,2,0,2,1.0,0,31253227.0,3146107.0,Ouro Preto,31.0,MG,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3131901,Itabirito,31,MG,1,1,1,1,504.0,510.0,513.0,516.0,570.1,651.6,569.4,519.7,EBCAEDCBEBEDEDDCAEBDABEADBEBCBCBCCAEBBECBCDCC,EEACCEDBADBDABABCCABCABACCBBABCACBCCEADBBBCCB,ADBBE99999AADCCBBACEEDDCBDACDCDDDCDEDBDEDECDCEBBCC,EEBDABABDCCCABCCCABACCADCBEEEBAEEBAEBEEDCEAAC,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,180.0,120.0,140.0,160.0,720.0,F,F,C,F,4,C,A,B,D,B,A,B,A,B,A,B,A,B,B,A,A,E,B,B,B
190001669013,2019,3146107,Ouro Preto,31,MG,18,F,1,2,1,3146107.0,Ouro Preto,31.0,MG,2,0,2,1.0,0,31106500.0,3146107.0,Ouro Preto,31.0,MG,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,504.0,510.0,513.0,516.0,559.2,608.7,587.6,628.3,AACEDECAEACDDADAAEBEACABDDBBEEBBCCAEABEACDDAE,CEBCCEDBADBEABABCAABCABACCBBCBACCABBAADDCBDCE,DDBBC99999ABBCBBEAAECADBADAADCADDCBCDEAEBAECBEBECC,EABECBAADDCCAECCBDBACEBEAEBABBACEBEBCEDCCDCBB,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,160.0,120.0,140.0,140.0,140.0,700.0,B,B,B,B,7,C,A,C,D,B,A,B,A,A,A,A,A,A,C,B,A,E,A,A,B
190001670688,2019,3146107,Ouro Preto,31,MG,20,M,1,1,1,3147105.0,Pará de Minas,31.0,MG,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,503.0,509.0,514.0,515.0,601.7,653.3,623.4,674.0,CAECECAEADCEBBDEBBBADEEEAABECEBEEDCBECBCBABDA,CCACEEBCABABADBBBACCBBCECECDBCABEDCBBEDBBAADB,EBBAD99999BBCCCDEDEDAAADCBDBEECBDEACBCDAABCBCCAECB,EBEADBCCAECBDDDACEBAAECCCACEBDBBEACBBDCAAEBAA,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,160.0,200.0,200.0,200.0,160.0,920.0,D,E,B,B,5,C,A,C,D,A,B,B,A,B,A,B,A,A,B,A,A,E,B,B,B
190001670814,2019,3146107,Ouro Preto,31,MG,33,F,0,1,1,3139409.0,Manhuaçu,31.0,MG,1,13,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,504.0,508.0,512.0,516.0,617.7,705.5,652.9,795.2,BCCACEBEEBADEDDCDDEDDBBCDDBBBDCCCDCBBBDADCCEB,ABABADEDCEBEBCBAACBEEDBBEEDBCACDBBAACCCADACAC,BBEDA99999CBAAAECBECCABCDEABBCDDEBAAADCDECDECAAECA,BEDEEDAADEEBACCBADBBCECEDACACCBDECEDCEBBDCABB,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,140.0,120.0,120.0,120.0,120.0,620.0,E,E,D,D,5,Q,D,E,D,C,A,B,B,B,A,B,A,A,C,B,B,D,B,C,B
190001670846,2019,3146107,Ouro Preto,31,MG,20,F,1,1,1,3146107.0,Ouro Preto,31.0,MG,1,1,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,C,E,C,B,5,B,A,C,D,B,A,B,A,B,A,B,A,A,B,B,A,E,B,B,B
190001670848,2019,3146107,Ouro Preto,31,MG,28,F,1,3,1,3146107.0,Ouro Preto,31.0,MG,1,10,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,503.0,510.0,513.0,515.0,382.5,453.0,530.4,490.1,AEADCAEABCDBAAECEBEEEDCAADBEDDABBEECACBCEDCCC,EBECAEDABAADDACBECAEBEBDEDBCCDCEDBDEABECBBCBE,99999ACCBADBBCECEAAEABDCEEAAEABEBBDECBEADBEEBDBDEA,ABBADECCABEDADEEEAAEDBEEADEEBAECEEEBECBABEBDB,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,100.0,80.0,100.0,80.0,480.0,E,E,B,B,6,D,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
190001670972,2019,3146107,Ouro Preto,31,MG,31,M,1,3,1,3146107.0,Ouro Preto,31.0,MG,1,11,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,505.0,509.0,514.0,518.0,529.6,572.0,573.0,478.6,ADEBCCBEECBDABECBEBDCEABEBABBBAEBBEADDAEDDBDA,ACCCAECCABAACDBCEACDBBEBDCBABBACADBBBEABEAACD,BBEAD99999BBCDCDEDEBDADDEEBEDEDDDBBDDCECAECACCAECE,DDBCBBACDDEBCDBECBDACDEBEDCBEDACBBABCBCEBDCEC,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,160.0,180.0,180.0,160.0,200.0,880.0,A,A,B,B,3,B,A,B,D,A,A,B,A,B,A,B,A,A,C,A,B,D,A,B,B
190001671055,2019,3146107,Ouro Preto,31,MG,24,F,1,2,1,3146107.0,Ouro Preto,31.0,MG,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,B,B,B,11,C,A,B,D,A,A,B,A,A,A,A,A,A,C,A,A,E,A,A,A
