NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_TEMPO_ADICIONAL,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
190001192075,2019,3146107,Ouro Preto,31,MG,24,F,2,3,1,3168705.0,Timóteo,31.0,MG,1,5,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111300,São Luís,21,MA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,D,C,B,2,J,A,C,C,B,A,B,B,B,B,B,A,A,B,A,A,C,A,C,B
190001227605,2019,3146107,Ouro Preto,31,MG,19,M,1,1,1,3146107.0,Ouro Preto,31.0,MG,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,505.0,507.0,511.0,518.0,493.5,584.0,587.3,558.0,EABBAABCAEDECBCADEBADDBBECBDDBCADBEDAAEBADCBE,EDECABEBCADCBCECEDEDCACCEDDEBADBBDDBADBEEBDEA,DBACE99999DCBADDDBDEAAAECDEEBBDCECCDEEAADDDECCCCAE,EDCDBBCCADEBCECAEECCADEAEBCBACEDDBCBBDCDDCEEC,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,160.0,120.0,140.0,200.0,200.0,820.0,F,G,C,D,2,E,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,C,B,D,B
190001248586,2019,3146107,Ouro Preto,31,MG,28,F,2,3,1,3146107.0,Ouro Preto,31.0,MG,1,11,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,D,C,C,C,3,E,A,B,C,B,A,B,A,B,A,A,A,A,C,A,A,C,A,B,B
190001248639,2019,3146107,Ouro Preto,31,MG,34,F,2,3,1,3123007.0,Dores de Campos,31.0,MG,1,13,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,505.0,510.0,513.0,518.0,454.6,500.6,548.6,407.9,BBDCCDEDADEEEBEAEABBBBBDBEDDDDCCCCCCCCCEDDDED,AEDCCCACABAAAAACECACEACBAAAAAECCCCCDDCCCCCCCC,99999EACBDABBCBCCAAECADABAACDCBCDBDAABABBDEEBDAABC,CCCADDDDDDEADDDDDDDDDDDEDDBDDDDADDDDDDDDDDDDD,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,120.0,100.0,100.0,80.0,520.0,B,B,C,C,4,G,A,B,C,B,A,B,A,A,A,A,A,A,C,A,A,C,A,B,B
190001252139,2019,3146107,Ouro Preto,31,MG,37,M,1,2,1,3146107.0,Ouro Preto,31.0,MG,1,13,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,506.0,509.0,514.0,517.0,523.6,528.6,537.0,435.7,DEDDCDAAABADEEBDDDEADBAEDBDDCEAECAADDEDEDCCBC,EDBCEADCBAAEAAEDBABCAEEAABEAEEECAACCBADBBBAEB,99999ABBDABBBDBBBBEBAAEDCECCDECDDEBEADEECDCACDDEEE,ABEADCECDDCACCACBBDCBDDCABCCBEBEDECBACECDCEBC,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,100.0,120.0,120.0,580.0,C,C,C,C,6,D,A,B,D,B,A,B,A,A,A,A,A,A,C,A,A,D,A,A,A
190001252169,2019,3146107,Ouro Preto,31,MG,23,F,1,2,1,5208707.0,Goiânia,52.0,GO,1,4,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,B,C,F,2,B,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,C,A,C,B
190001255684,2019,3146107,Ouro Preto,31,MG,18,F,1,2,1,3144805.0,Nova Lima,31.0,MG,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3144805,Nova Lima,31,MG,1,1,1,1,503.0,508.0,512.0,515.0,512.0,563.9,578.5,639.2,CDDEACEECBCACCCABBCACDCBACBCCDBEEDCCEAEACDCEB,ABABEBEECADEACCBCCADEDBBAEEDAAEDBBEEACBADACEB,99999BECCACCABDECCDCCABBAEDAECDDCBAAADBBEEBDCAAEBD,ECEADDABBBCBCDDACEBCBEDCBABADABCECBBCDDCAEEAB,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,140.0,180.0,140.0,120.0,120.0,700.0,C,E,C,B,4,E,A,B,C,B,B,B,B,B,A,A,A,B,C,B,B,E,A,B,B
190001255899,2019,3146107,Ouro Preto,31,MG,26,F,1,3,1,3146107.0,Ouro Preto,31.0,MG,1,9,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,505.0,507.0,511.0,518.0,470.8,424.8,431.2,418.8,AAECCDDBBADECECAEEDABDBCBADBDDEDEBECBADACDABE,ACBADAACABDEDCACEAABCABDAABBECEBBEDBCBECABECB,99999ECDBACEBCCBEADEDAEEBBCCEECACEBEEABCBCCBADAEAA,DECCBBABABECCECDADDADECBBBBECDAACEDCDBACBCDEE,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,120.0,120.0,120.0,100.0,580.0,B,C,B,B,4,C,A,E,D,A,A,B,A,B,A,B,A,A,C,A,A,D,B,B,B
190001259352,2019,3146107,Ouro Preto,31,MG,22,M,1,0,1,3106200.0,Belo Horizonte,31.0,MG,1,5,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,504.0,510.0,513.0,516.0,536.7,609.3,606.7,678.5,EAEAEDCEEBBEEDDADBDDAAAEBBADBCCCBCBCADBAAABEE,AEDCAEDBADBDABABEBAEBEEACDBBAECACBCCAAECCBACB,ADBBE99999ABCCBCCAAECDDCDDACDCAEDCACABDEBDECCDDCCC,BAEAEEABDDDBAECBBDEAAEBCDDBDACACEBEEBEABECBBB,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,160.0,120.0,120.0,120.0,140.0,660.0,E,F,C,B,1,B,A,E,E,A,A,B,B,B,B,B,A,A,B,A,B,B,B,B,B
190001262813,2019,3146107,Ouro Preto,31,MG,24,M,1,3,1,3157005.0,Salinas,31.0,MG,1,7,1,,0,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,504.0,507.0,511.0,516.0,667.3,697.6,638.0,877.0,EAEAAEDBEACDEADDCDAEAAEBDDBBBBCDDCCCBBDACCDEB,BACCABABBADCBCEEEBCACACDEDBCAADBAEBBADAEBACDB,BDABE99999BCBAAEDBBCDAAECBAEBECCACCDEDAAADDEBDDCAB,BEDEEEAADBEBABCBCDBACECADECADCBDCCEDCEABECEDB,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,160.0,180.0,160.0,160.0,160.0,820.0,F,E,F,D,1,L,A,B,B,A,A,A,B,B,A,A,A,A,A,A,A,B,B,B,B
190001262971,2019,3146107,Ouro Preto,31,MG,19,F,1,3,1,3146107.0,Ouro Preto,31.0,MG,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,C,D,C,B,6,C,A,B,C,A,A,B,A,B,A,A,A,A,C,B,A,D,A,A,B
190001263030,2019,3146107,Ouro Preto,31,MG,27,M,1,3,1,3146107.0,Ouro Preto,31.0,MG,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,D,D,C,B,3,D,A,B,C,A,A,B,A,B,B,B,A,A,C,B,A,D,A,A,B
190001263063,2019,3146107,Ouro Preto,31,MG,39,M,1,3,2,,,,,1,13,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,B,B,B,4,C,A,B,D,A,A,B,A,B,A,B,A,A,B,B,A,C,B,A,B
190001263172,2019,3146107,Ouro Preto,31,MG,20,F,1,3,1,3140001.0,Mariana,31.0,MG,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3140001,Mariana,31,MG,1,1,1,1,503.0,510.0,513.0,515.0,404.9,389.9,468.7,393.2,AEDBBDADECBEABBDBDBBCAEEDACDEBABBCEAADCCABACA,BCEADCBCAECABDCACECBAECADDBCAEABCEDDCACBDEABC,AECAA99999DBBCEDCDDBEADCDEDBDCCADBDCBCCBBEEBCBBDEA,ECBDACBCBADCCBBDACACBADEBEADBCCBEBCBECDEBCABE,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,160.0,160.0,160.0,180.0,200.0,860.0,C,C,B,B,4,D,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
190001266400,2019,3146107,Ouro Preto,31,MG,18,F,1,3,1,3146107.0,Ouro Preto,31.0,MG,1,1,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,504.0,508.0,512.0,516.0,556.3,574.7,563.2,550.5,CBAACDDBEEADECBAADAAAB.CDEABBEBBCCAECBABDBCAA,ABACADCECAEAEDBABCBC.CBAEECBACCDABEBACBABCCAB,99999BEACBACABADCBBCCDDEEEACEDCBEDAACDDEECBDEADBCA,EEEECCBBDCABADEBDABCBDACDBCDEEAABCBC*CCBBDCBA,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,80.0,160.0,80.0,140.0,200.0,660.0,D,E,B,B,4,C,A,B,D,A,A,B,A,A,A,B,A,A,B,A,A,C,B,B,B
190001266433,2019,3146107,Ouro Preto,31,MG,21,M,1,1,1,3122702.0,Dom Silvério,31.0,MG,1,4,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,504.0,507.0,511.0,516.0,590.5,613.8,538.3,434.8,CECBCEABEBDDEAECBDEDABCEDECBBDCCCEECBCAADACAC,AEBBABADBAACACEEEBCAEACCEABECAABCACEADBABACEB,ACBEB99999BCBABDDBECDAAECDCECDDCEACDBBCBABBBBBBCBB,CCCBCCCACCCCCCCDDDDDDDDBBBBBBBEBECCCABBBAEAAA,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,160.0,180.0,180.0,160.0,800.0,B,B,A,B,6,C,A,C,E,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
190001266647,2019,3146107,Ouro Preto,31,MG,20,F,1,3,1,3146107.0,Ouro Preto,31.0,MG,2,0,2,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,506.0,507.0,511.0,517.0,470.7,452.1,499.2,375.3,BEACDBADDBACDEEABBDCACDCADAECEDBACEBEDBEECBBD,DEABABCDECDBBCABDACBDECBDDBACBECCBBDABCBEDABC,CDBBB99999BEBCCBDACCDACEDABBCEDECDCBEBDADCBDACBDCB,CECBCBDDEAABABDCBCABACABCACADCDEDBEADBBCDBCDB,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,80.0,80.0,160.0,40.0,480.0,B,C,F,B,4,B,A,B,C,A,A,B,A,B,A,A,A,A,B,B,A,D,B,B,B
190001269974,2019,3146107,Ouro Preto,31,MG,19,M,1,3,1,3146107.0,Ouro Preto,31.0,MG,1,1,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3134202,Ituiutaba,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,H,C,F,B,4,C,A,B,D,A,A,B,A,B,A,A,A,A,B,A,B,E,A,B,B
190001269998,2019,3146107,Ouro Preto,31,MG,30,F,1,1,1,3146107.0,Ouro Preto,31.0,MG,1,8,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,1,1,0,,507.0,511.0,,,546.0,612.0,,,BCACCBACBBDEBCEAAECAAEBCBAACBACBAADDBDEEDAEDB,99999ABBADBCBAADDBECDDEECBABBECCBCCDECAACDBBBCCCDB,,1,,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,,1.0,140.0,120.0,160.0,160.0,100.0,680.0,H,F,F,D,1,C,A,C,C,A,A,B,A,B,A,A,A,A,A,A,A,B,A,B,B
190001270138,2019,3146107,Ouro Preto,31,MG,19,F,1,2,1,3150802.0,Piranga,31.0,MG,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,504.0,509.0,514.0,516.0,515.3,631.2,578.3,720.0,BBBCEEAABBBEEDDADEBBADBCDBDBBBBEBCDBABCABBEAD,ACBCEEBCCBABCDBDBBACBBABCCEADCEDADDBCEDBCAADD,99999EABDDBACEAAEDEBAAADDEDCDECEDAEDBCAACDCAEBDECC,BEDEEEABDCEBBACBCDABCEBACEEADDADECEBDEABAABAC,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,140.0,180.0,120.0,120.0,100.0,660.0,C,E,C,B,2,F,A,C,D,B,A,B,B,B,A,B,A,A,B,A,A,D,A,B,B
190001270329,2019,3146107,Ouro Preto,31,MG,17,F,1,3,1,3140001.0,Mariana,31.0,MG,2,0,2,1.0,0,31106291.0,3140001.0,Mariana,31.0,MG,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3140001,Mariana,31,MG,1,1,1,1,506.0,509.0,514.0,517.0,469.8,562.9,549.0,494.4,DEDCCC*DAAAEBAEABADDBBBDCECBEECEDBCCCEBBCECAA,ECABCEDCABAAACBEEACABCDBABCAACDAABDBCEDBCEADE,99999EBBDABACECEBBEBDAADAABEAECAADEEBBEDADCDCECEBE,DBABCBCBBADEDEBCABDABDDABCCBBABDBEDBEEEBBDDEB,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,140.0,120.0,120.0,120.0,100.0,600.0,C,E,C,B,3,D,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,D,A,B,B
190001273590,2019,3146107,Ouro Preto,31,MG,38,F,1,2,1,3146107.0,Ouro Preto,31.0,MG,1,13,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,506.0,508.0,512.0,517.0,419.1,462.1,469.1,402.5,BBEDABEAEEEAEEEBBBCBBAAEBDDACEDACAEAAAABDEDAC,DBCAECAACDCABCBBCAAAADCCCCCCCCAEAEAECEDAEDCEC,99999CEEEEDEACCEEECCEDEAABDCEBCCABAABDAEAEEEAAAEBA,EDCBACEAADAAABDCDBEEBDEBADCBBCAEDECAABEAACDAC,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,100.0,120.0,120.0,140.0,100.0,580.0,C,C,B,B,5,D,A,B,D,A,A,B,A,A,A,B,A,A,B,A,A,D,B,B,B
190001273606,2019,3146107,Ouro Preto,31,MG,24,M,0,2,1,3146107.0,Ouro Preto,31.0,MG,1,6,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,H,F,F,E,7,C,A,C,E,A,A,B,A,B,B,A,A,A,A,A,A,B,A,B,B
190001273708,2019,3146107,Ouro Preto,31,MG,46,M,1,3,1,3146107.0,Ouro Preto,31.0,MG,1,13,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,B,C,B,2,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B
190001273881,2019,3146107,Ouro Preto,31,MG,23,M,1,2,1,3146107.0,Ouro Preto,31.0,MG,1,5,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146107,Ouro Preto,31,MG,1,1,1,1,503.0,510.0,513.0,515.0,596.4,591.9,573.0,526.2,AAECACCEADEDCDCABBAACEADABDEADABEABDACADCBADB,AEBCEEDBACAEEAAECCAECDAAEDBEEECACECEABDDBAACB,ADBBD99999CBBCBCCAAECBDBBDAAECADDEDBCBBEBDCEBDAECC,ECBACDCCABEBBDCBCDDDABCAADBEADECECCBEBECBDEAA,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,160.0,120.0,140.0,160.0,160.0,740.0,E,E,B,B,2,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,B,C,A,A,A
